Field Name in EDT,IDOL Name (in IDX file),Name in MicroFocus export,CFU Suggested Name,Found in IDX data,Stored in EDT as,Importer Group,Field Description,Override conversion method
Obtained as a result of,TAG_OBTAINED_MATCH,Obtained By,Obtained as a result of,,Text,Custom,,Unknown
OCR Eligible,AUN_OCR_ELIGIBLE,OCR Eligible,OCR Eligible,,undefined,Standard,,Unknown
ORDER,ORDER,,ORDER,,,,,Unknown
ORIENTATION,ORIENTATION,,ORIENTATION,,,,,Unknown
Original File Name,#DREORIGINALNAME,File Name,Original File Name,,Text,MS Office & PDF,,Unknown
ORIGINATOR,ORIGINATOR,,ORIGINATOR,,,,,Unknown
OS Date Created,FILECREATED_NUMERICDATE,OS Date Created,OS Date Created,,undefined,Custom,,Unknown
OS Date File Last Accessed,FILEACCESSED_NUMERICDATE,OS Date Last Accessed,OS Date File Last Accessed,,undefined,Custom,,Unknown
Outlook Item Class,PR_MESSAGE_CLASS,Outlook Item Class,Outlook Item Class,,Dropdown List,Custom,,Unknown
PageCount,PAGECOUNT,Page Count,PageCount,,Text,Custom,,Unknown
PAGINATION_OFFSETS,PAGINATION_OFFSETS,,PAGINATION_OFFSETS,,,,,Unknown
Paragraph Count,PARCOUNT,,Paragraph Count,,,,,Unknown
Parent Index,PARENTINDEX,,Parent Index,,,,,Unknown
Parent Reference,#DREPARENTREFERENCE,,Parent Reference,,,Custom,,Unknown
Parent Reference,DREPARENTREFERENCE,,Parent Reference,,,Custom,,Unknown
PARENT_FILEMODIFIEDTIME,PARENT_FILEMODIFIEDTIME,,PARENT_FILEMODIFIEDTIME,,,,,Unknown
PARENT_FROM,PARENT_FROM,,PARENT_FROM,,,,,Unknown
PARENT_SENT,PARENT_SENT,,PARENT_SENT,,,,,Unknown
PARENT_SUBJECT,PARENT_SUBJECT,,PARENT_SUBJECT,,,,,Unknown
PARTNERNUMBER,PARTNERNUMBER,,PARTNERNUMBER,,,,,Unknown
PCDOCSNO,PCDOCSNO,,PCDOCSNO,,,,,Unknown
PINGDOCUMENTID,PINGDOCUMENTID,,PINGDOCUMENTID,,,,,Unknown
Potential Evidence Review Complete,TAG_POTENTIAL_EVIDENCE_REVIEW_NUMERIC,Potential Evidence Review Complete,Potential Evidence Review Complete,,Boolean,Custom,,Unknown
Potential LPP or Protected Item,TAG_PROTECTED_ITEM_NUMERIC,Potential LPP or Protected Item,Potential LPP or Protected Item,,Boolean,Custom,,Unknown
PR_ATTACH_LONG_FILENAME,PR_ATTACH_LONG_FILENAME,,PR_ATTACH_LONG_FILENAME,,,,,Unknown
PR_DISPLAY_NAME,PR_DISPLAY_NAME,,PR_DISPLAY_NAME,,,,,Unknown
PR_END_DATE,PR_END_DATE,,PR_END_DATE,,,,,Unknown
PR_FLAG_STATUS,PR_FLAG_STATUS,,PR_FLAG_STATUS,,,,,Unknown
PR_START_DATE,PR_START_DATE,,PR_START_DATE,,,,,Unknown
PR_SUBJECT,PR_SUBJECT,,PR_SUBJECT,,,,,Unknown
PRAGMA,PRAGMA,,PRAGMA,,,,,Unknown
PRESENTATIONTARGET,PRESENTATIONTARGET,,PRESENTATIONTARGET,,,,,Unknown
Primary Language,AUTN_LANGUAGE,Language,Primary Language,,Dropdown List,Custom,,Unknown
Priority,PRIORITY,,Priority,,,,,Unknown
PROCESSINGERRORCODE,PROCESSINGERRORCODE,,PROCESSINGERRORCODE,,,,,Unknown
ProcessingErrorDescription,PROCESSINGERRORDESCRIPTION,,ProcessingErrorDescription,,,,,Unknown
Producing Statement,TAG_PRODUCING_STATEMENT_MATCH,Producing Statement,,,Text,Custom,,Unknown
Production Image File Name,AUN_PRODUCTION_IMAGEFILENAME,Production - Image File Name,Production Image File Name,,Text,Appointment,,Unknown
PROGID,PROGID,,PROGID,,,,,Unknown
Project Number,AUN_PROJECT_NUMERIC,Case Project ID,Project Number,,Text,Custom,,Unknown
PROJECTCODE,PROJECTCODE,,PROJECTCODE,,,,,Unknown
Property reference number,TAG_EXHIBIT_REFERENCE_MATCH,Property reference number,Property reference number,,Text,Custom,,Unknown
Protected Item Reviewed By,TAG_PROTECTED_ITEM_REVIEWEDBY_MATCH,Protected Item - Reviewed By,Protected Item Reviewed By,,MultiValueList,Custom,,Unknown
READTEMPLATESETTINGSXML,READTEMPLATESETTINGSXML,,READTEMPLATESETTINGSXML,,,,,Unknown
RECIPIENT_LIST,RECIPIENT_LIST,,RECIPIENT_LIST,,,,,Unknown
Recipients,AUN_RECIPIENT_MATCH_PARAMETRIC,Recipients (All),Recipients,,Dropdown List,Custom,,Unknown
Recipients-Bcc,BCC,BCC,Recipients-Bcc,,Text,Custom,,Unknown
Recipients-Cc,CC,CC,Recipients-Cc,,Text,Custom,,Unknown
Recipients-To,TO,To,Recipients-To,,Text,MS Office & PDF,,Unknown
Redacted Description,TAG_CRIM_DIS_DOCDESCRITPIONREDACTION_MATCH,Redacted Description,,,Memo,TextArea,,Unknown
Redaction Req-Description,TAG_CRIM_DIS_REDREQ_DESCRIPTION_NUMERIC,Redaction Req-Description,,,Boolean,Checkbox,,Unknown
Redaction Req-Document,TAG_CRIM_DIS_REDREQ_DOC_NUMERIC,Redaction Req-Document,,,Boolean,Checkbox,,Unknown
Refer to Legal Reviewer,TAG_CRIM_REF_LEGAL_NUMERIC,Refer to Legal Reviewer,,,Boolean,Checkbox,,Unknown
Re-imported,AUN_REIMPORT_NUMERIC,Re-imported,Re-imported,,Text,Other,,Unknown
RESOLUTION_UNIT,RESOLUTION_UNIT,,RESOLUTION_UNIT,,,,,Unknown
RESPONSE_SENDER_NAME,RESPONSE_SENDER_NAME,,RESPONSE_SENDER_NAME,,,,,Unknown
Revision Number,REVNUMBER,,Revision Number,,,,,Unknown
ROBOTS,ROBOTS,,ROBOTS,,,,,Unknown
Root Embedded Reference,#DREROOTEMBEDDEDREFERENCE,,Root Embedded Reference,,,Custom,,Unknown
Root Embedded Reference,DREROOTEMBEDDEDREFERENCE,,Root Embedded Reference,,,Custom,,Unknown
Root Embedded Reference ID,#DREROOTEMBEDDEDREFERENCE_ID,,Root Embedded Reference ID,,,Unknown,,Unknown
Root Embedded Reference ID,DREROOTEMBEDDEDREFERENCE_ID,,Root Embedded Reference ID,,,Unknown,,Unknown
Root Family Reference,#DREROOTFAMILYREFERENCE,,Root Family Reference,,,Custom,,Unknown
Root Family Reference,DREROOTFAMILYREFERENCE,,Root Family Reference,,,Custom,,Unknown
Root Family Reference ID,#DREROOTFAMILYREFERENCE_ID,Root Family UUID,Root Family Reference ID,,Text,Custom,,Unknown
Root Message Reference,#DREROOTMSGREFERENCE,,Root Message Reference,,,Custom,,Unknown
Root Message Reference,DREROOTMSGREFERENCE,,Root Message Reference,,,Custom,,Unknown
Root Message Reference ID,#DREROOTMSGREFERENCE_ID,,Root Message Reference ID,,,Custom,,Unknown
Root Message Reference ID,DREROOTMSGREFERENCE_ID,,Root Message Reference ID,,,Custom,,Unknown
Root Parent Reference,#DREROOTPARENTREFERENCE,,Root Parent Reference,,,Custom,,Unknown
Root Parent Reference,DREROOTPARENTREFERENCE,,Root Parent Reference,,,Custom,,Unknown
Root Parent Reference ID,#DREROOTPARENTREFERENCE_ID,,Root Parent Reference ID,,,Custom,,Unknown
Root Parent Reference ID,DREROOTPARENTREFERENCE_ID,,Root Parent Reference ID,,,Custom,,Unknown
SAMPLE_RATE,SAMPLE_RATE,,SAMPLE_RATE,,,,,Unknown
SAMPLE_SIZE,SAMPLE_SIZE,,SAMPLE_SIZE,,,,,Unknown
Scale Crop,SCALECROP,,Scale Crop,,,,,Unknown
Scanner Document ID,SL_SCANNER_ID_MATCH,Scanner Document ID,Scanner Document ID,,Text,Other,,Unknown
SCENE_TYPE,SCENE_TYPE,,SCENE_TYPE,,,,,Unknown
Security,SECURITY,,Security,,,,,Unknown
SENSING_METHOD,SENSING_METHOD,,SENSING_METHOD,,,,,Unknown
Sensitive or LPP Comments,TAG_REG_SENSITIVELPPCOMMENTS_MATCH,Sensitive or LPP Comments,Sensitive or LPP Comments,,Memo,Standard,,Unknown
Sensitive or LPP Item,TAG_REG_SENSITIVELPP_MATCH,Sensitive or LPP Item,Sensitive or LPP Item,,Dropdown List,Custom,,Unknown
Sensitive or LPP Reason,TAG_REG_SENSITIVELPPREASON_MATCH,Sensitive or LPP Reason,Sensitive or LPP Reason,,Dropdown List,Custom,,Unknown
Sent Representing Name,PR_SENT_REPRESENTING_NAME,,Sent Representing Name,,,,,Unknown
SENT_NUMERICDATE,SENT_NUMERICDATE,Email Sent Date,Date Sent,,undefined,Custom,,Unknown
SHAREDDOC,SHAREDDOC,,SHAREDDOC,,,,,Unknown
SHAREDOC,SHAREDOC,,SHAREDOC,,,,,Unknown
Shown To,TAG_SHOWN_TO_MATCH,Shown To,Shown To,,MultiValueList,Custom,,Unknown
SHUTTER_SPEED_VALUE,SHUTTER_SPEED_VALUE,,SHUTTER_SPEED_VALUE,,,,,Unknown
Size,BYTECOUNT,,Size,,,,,Unknown
SizeWithoutChildren,FILESIZE_NUMERIC,File size (bytes),SizeWithoutChildren,,Text,Custom,,Unknown
SL_DOCUMENT_DESCRIPTION_MATCH,SL_DOCUMENT_DESCRIPTION_MATCH,,SL_DOCUMENT_DESCRIPTION_MATCH,,,,,Unknown
SL_ENTERED_BY_MATCH,SL_ENTERED_BY_MATCH,,SL_ENTERED_BY_MATCH,,,,,Unknown
SL_PROJECT_CODE_MATCH,SL_PROJECT_CODE_MATCH,,SL_PROJECT_CODE_MATCH,,,,,Unknown
SL_TITLE,SL_TITLE,,SL_TITLE,,,,,Unknown
SLIDECOUNT,SLIDECOUNT,,SLIDECOUNT,,,,,Unknown
SOFTWARE,SOFTWARE,,SOFTWARE,,,,,Unknown
Start Time,CALENDAR_STARTDATETIME_NUMERICDATE,Calendar/Meeting Start Time,Start Time,,undefined,Custom,,Unknown
Statuses,Statuses,,Statuses,,,,,Unknown
Sub Source,TAG_SUB_SOURCE_MATCH,Sub Source,Sub Source,,Text,Custom,,Unknown
Subfile Index,SUBFILEINDEX,,Subfile Index,,,,,Unknown
Subfile Type,SUBFILETYPE,,Subfile Type,,,,,Unknown
SUBFILEINDEXCSV,SUBFILEINDEXCSV,,SUBFILEINDEXCSV,,,,,Unknown
Subject,SUBJECT,Email Subject,Subject,,Text,Custom,,Unknown
Subjects,TAG_SUBJECTS_MATCH_PARAMETRIC,Subjects,Subjects,,MultiValueList,Unknown,,Unknown
Subjects,TAG_SUBJECTS_MATCH,Subjects,,,MultiValueList,MultiSelect,,Unknown
TAG_BINDER_MATCH,TAG_BINDER_MATCH,Binder,,,Text,MS Office & PDF,,Unknown
Tags,AUN_WORKBOOK_NUMERIC,Folder ID,IDOL Folder List,,No equivalent,Custom,,Unknown
TAXCATCHALL,TAXCATCHALL,,TAXCATCHALL,,,,,Unknown
TEMPAUTHORNAME,TEMPAUTHORNAME,,TEMPAUTHORNAME,,,,,Unknown
TEMPDMSDOCNAME,TEMPDMSDOCNAME,,TEMPDMSDOCNAME,,,,,Unknown
TEMPEXTRACTIONFILENAME,TEMPEXTRACTIONFILENAME,,TEMPEXTRACTIONFILENAME,,,,,Unknown
Template,TEMPLATE,,Template,,,,,Unknown
TEMPPCDOCSDOCNAME,TEMPPCDOCSDOCNAME,,TEMPPCDOCSDOCNAME,,,,,Unknown
TERMID,TERMID,,TERMID,,,,,Unknown
TERMNAME,TERMNAME,,TERMNAME,,,,,Unknown
TEXTEXPECTED,TEXTEXPECTED,,TEXTEXPECTED,,,,,Unknown
TextRelativePath,TextRelativePath,,TextRelativePath,,,,,Unknown
Tiff Status,AUN_TIFF_STATUS_MATCH_PARAMETRIC,Tiff Status,Tiff Status,,Dropdown List,Other,,Unknown
Tiffing Request Status,TAG_TIFFING_REQUEST_MATCH,Tiffing Request Status,Tiffing Request Status,,List (presented as radio button),Custom,,Unknown
Tiffing Result,TIFFING_RESULT,Tiffing Result,Tiffing Result,,Text,Custom,,Unknown
Tiffing Slipsheeted,TIFFING_SLIPSHEETED,Tiffing Slipsheeted,Tiffing Slipsheeted,,Dropdown List,Custom,,Unknown
TIFFING_SIZE,TIFFING_SIZE,,TIFFING_SIZE,,,,,Unknown
TIFFING_SLIPSHEET_REASON_PARAMETRIC,TIFFING_SLIPSHEET_REASON_PARAMETRIC,,TIFFING_SLIPSHEET_REASON_PARAMETRIC,,,,,Unknown
TIFFING_WARNING,TIFFING_WARNING,Tiffing Warning,,,Dropdown List,Custom,,Unknown
Time Edited,EDITTIME,,Time Edited,,,,,Unknown
Time File Accessed,FILEACCESSEDTIME,,Time File Accessed,,,,,Unknown
Time File Created,FILECREATEDTIME,,Time File Created,,,,,Unknown
Time File Imported,FILEIMPORTEDTIME,,Time File Imported,,,,,Unknown
Time Message Delivered,PR_MESSAGE_DELIVERY_TIME,,Time Message Delivered,,,,,Unknown
Time Sent,SENTTIME,,Time Sent,,,,,Unknown
Title,#DRETITLE,Title,EMS Title,,Text,Other,,Unknown
TITLESOFPARTS,TITLESOFPARTS,,TITLESOFPARTS,,,,,Unknown
TOPHASALREADYBEENMANUALLYCHANGED,TOPHASALREADYBEENMANUALLYCHANGED,,TOPHASALREADYBEENMANUALLYCHANGED,,,,,Unknown
TRAPPED,TRAPPED,,TRAPPED,,,,,Unknown
Unique Reference Number,TAG_URN_MATCH,Unique Reference Number,Unique Reference Number,,Text,MS Office & PDF,,Unknown
URL,URL,,URL,,,,,Unknown
VENUE,VENUE,,VENUE,,,,,Unknown
VERSION,VERSION,,VERSION,,,,,Unknown
Version Number,VERSIONNUMBER,,Version Number,,,,,Unknown
VERTICAL_RESOLUTION,VERTICAL_RESOLUTION,,VERTICAL_RESOLUTION,,,,,Unknown
VIEWPORT,VIEWPORT,,VIEWPORT,,,,,Unknown
Virtual Path,VIRTUALPATH,,Virtual Path,,,,,Unknown
VIRTUAL_PATH_SEGMENT_1,VIRTUAL_PATH_SEGMENT_1,Virtual Path Segment 1,Virtual Path Segment 1,,Dropdown List,Standard,,Unknown
VIRTUAL_PATH_SEGMENT_10,VIRTUAL_PATH_SEGMENT_10,,,,,,,Unknown
VIRTUAL_PATH_SEGMENT_11,VIRTUAL_PATH_SEGMENT_11,,,,,,,Unknown
VIRTUAL_PATH_SEGMENT_12,VIRTUAL_PATH_SEGMENT_12,,,,,,,Unknown
VIRTUAL_PATH_SEGMENT_13,VIRTUAL_PATH_SEGMENT_13,,,,,,,Unknown
VIRTUAL_PATH_SEGMENT_14,VIRTUAL_PATH_SEGMENT_14,,,,,,,Unknown
VIRTUAL_PATH_SEGMENT_15,VIRTUAL_PATH_SEGMENT_15,,,,,,,Unknown
VIRTUAL_PATH_SEGMENT_16,VIRTUAL_PATH_SEGMENT_16,,,,,,,Unknown
VIRTUAL_PATH_SEGMENT_17,VIRTUAL_PATH_SEGMENT_17,,,,,,,Unknown
VIRTUAL_PATH_SEGMENT_18,VIRTUAL_PATH_SEGMENT_18,,,,,,,Unknown
VIRTUAL_PATH_SEGMENT_19,VIRTUAL_PATH_SEGMENT_19,,,,,,,Unknown
VIRTUAL_PATH_SEGMENT_2,VIRTUAL_PATH_SEGMENT_2,,VIRTUAL_PATH_SEGMENT_2,,,,,Unknown
VIRTUAL_PATH_SEGMENT_20,VIRTUAL_PATH_SEGMENT_20,,,,,,,Unknown
VIRTUAL_PATH_SEGMENT_21,VIRTUAL_PATH_SEGMENT_21,,,,,,,Unknown
VIRTUAL_PATH_SEGMENT_22,VIRTUAL_PATH_SEGMENT_22,,,,,,,Unknown
VIRTUAL_PATH_SEGMENT_23,VIRTUAL_PATH_SEGMENT_23,,,,,,,Unknown
VIRTUAL_PATH_SEGMENT_24,VIRTUAL_PATH_SEGMENT_24,,,,,,,Unknown
VIRTUAL_PATH_SEGMENT_25,VIRTUAL_PATH_SEGMENT_25,,,,,,,Unknown
VIRTUAL_PATH_SEGMENT_26,VIRTUAL_PATH_SEGMENT_26,,,,,,,Unknown
VIRTUAL_PATH_SEGMENT_27,VIRTUAL_PATH_SEGMENT_27,,,,,,,Unknown
VIRTUAL_PATH_SEGMENT_28,VIRTUAL_PATH_SEGMENT_28,,,,,,,Unknown
VIRTUAL_PATH_SEGMENT_29,VIRTUAL_PATH_SEGMENT_29,,,,,,,Unknown
VIRTUAL_PATH_SEGMENT_3,VIRTUAL_PATH_SEGMENT_3,,VIRTUAL_PATH_SEGMENT_3,,,,,Unknown
VIRTUAL_PATH_SEGMENT_30,VIRTUAL_PATH_SEGMENT_30,,,,,,,Unknown
VIRTUAL_PATH_SEGMENT_4,VIRTUAL_PATH_SEGMENT_4,,VIRTUAL_PATH_SEGMENT_4,,,,,Unknown
VIRTUAL_PATH_SEGMENT_5,VIRTUAL_PATH_SEGMENT_5,,VIRTUAL_PATH_SEGMENT_5,,,,,Unknown
VIRTUAL_PATH_SEGMENT_6,VIRTUAL_PATH_SEGMENT_6,,VIRTUAL_PATH_SEGMENT_6,,,,,Unknown
VIRTUAL_PATH_SEGMENT_7,VIRTUAL_PATH_SEGMENT_7,,VIRTUAL_PATH_SEGMENT_7,,,,,Unknown
VIRTUAL_PATH_SEGMENT_8,VIRTUAL_PATH_SEGMENT_8,,VIRTUAL_PATH_SEGMENT_8,,,,,Unknown
VIRTUAL_PATH_SEGMENT_9,VIRTUAL_PATH_SEGMENT_9,,VIRTUAL_PATH_SEGMENT_9,,,,,Unknown
VIRTUALPATH_RELATIVE,VIRTUALPATH_RELATIVE,File Path,File Path,,Text,Unknown,,Unknown
VOLTAGEZFRTYPE,VOLTAGEZFRTYPE,,VOLTAGEZFRTYPE,,,,,Unknown
VOLTAGEZFRVERSION,VOLTAGEZFRVERSION,,VOLTAGEZFRVERSION,,,,,Unknown
WIDTH,WIDTH,,WIDTH,,,,,Unknown
WIDTH__PIXELS_,WIDTH__PIXELS_,,WIDTH__PIXELS_,,,,,Unknown
Witness,TAG_CRIM_WITNESS_MATCH,Witness,,,MultiValueList,MultiSelect,,Unknown
Witness Pack,TAG_CRIM_WITNESSPACK_NUMERIC,Witness Pack,,,undefined,ComboboxBoolean,,Unknown
Word Count,WORDCOUNT,,Word Count,,,,,Unknown
WS_TRACKING_ID,WS_TRACKING_ID,,WS_TRACKING_ID,,,,,Unknown
XD_SIGNATURE,XD_SIGNATURE,,XD_SIGNATURE,,,,,Unknown
XML_COM.ADOBE.XMP,XML_COM.ADOBE.XMP,,XML_COM.ADOBE.XMP,,,,,Unknown
X-UA-COMPATIBLE,X-UA-COMPATIBLE,,X-UA-COMPATIBLE,,,,,Unknown
YCBCR_POSITIONING,YCBCR_POSITIONING,,YCBCR_POSITIONING,,,,,Unknown
